Row	Column	Assay	Sample	Conc	Ct	Norm init	Norm final	Norm range	R2	Chi2	Straight R2	Efficiency	Outlier	F0	Flags	S-DispenseTip	S-DropIndex	S-GlobalDropIndex	S-SP-Well	A-DispenseTip	A-DropIndex	A-GlobalDropIndex	A-SP-Well	Asymmetry	A	B	C	D	E	AmpRatio	Ct minus mean
0	0	IL1A	TGFb_12_D_2												CurveFitFailed																
0	1	ACTA2	TGFb_12_D_2	-1	24.14659	751.4754	726.8525	-24.62292	0.999542	126088.9		1.615297	False											4	2146.923	14.32453	25.94735	10150.52	0.4110397	4.727941	
0	2	ATP6AP1	TGFb_12_D_2	-1	23.87869	741.4426	707.8033	-33.63934	0.9997513	107555.5		1.760131	False											5	2009.78	16.7647	25.47224	10834.28	0.4951479	5.390779	
0	3	BGN	TGFb_12_D_2	-1	23.38107	740.0492	705.4754	-34.57379	0.9996689	199822.7		1.665431	False											6	2565.896	14.62711	25.53311	12700.79	0.6788092	4.949848	
0	4	IL6	TGFb_12_D_2												CurveFitFailed																
0	5	ITGA2	TGFb_12_D_2	-1	24.97257	754.3607	710.7049	-43.65576	0.9997885	91847.56		1.665529	False											7	2055.607	15.89068	26.47917	12559.83	0.3494228	6.110032	
0	6	JUNB	TGFb_12_D_2	-1	24.47848	739.9672	710.3115	-29.65576	0.9998097	61486.7		1.60262	False											5	2113.035	14.09763	26.99427	9734.354	0.7788333	4.606812	
0	7	LOXL1	TGFb_12_D_2	-1	22.89912	728.3115	675.7049	-52.60657	0.999711	125567.2		1.707378	False											6	2050.913	15.20846	24.46161	11335.37	0.4015624	5.526989	
0	8	TGFBR2	TGFb_12_D_2	-1	23.30147	736.8525	689.9016	-46.95087	0.9996961	223020.6		1.708543	False											9	2257.754	15.30345	25.44855	13043.53	0.764827	5.777214	
0	9	COL5A1	TGFb_12_D_2	-1	26.97575	756.0492	713.4754	-42.57379	0.9999048	28852.97		1.516593	False											8	1951.229	13.77175	29.49136	10994.03	0.5945936	5.634413	
0	10	DCN	TGFb_12_D_2	-1	21.16723	789.7049	746.0164	-43.68848	0.9987254	701340.8		1.735149	False											10	2239.849	14.2456	23.35143	11145.72	0.807453	4.976102	
0	11	ELN	TGFb_12_D_2	-1	26.93759	778.2623	730.541	-47.72131	0.9997897	60535.04		1.588673	False											8	2311.656	15.49362	28.72362	11729.45	0.3976392	5.074046	
