Row	Column	Assay	Sample	Conc	Ct	Norm init	Norm final	Norm range	R2	Chi2	Straight R2	Efficiency	Outlier	F0	Flags	S-DispenseTip	S-DropIndex	S-GlobalDropIndex	S-SP-Well	A-DispenseTip	A-DropIndex	A-GlobalDropIndex	A-SP-Well	Asymmetry	A	B	C	D	E	AmpRatio	Ct minus mean
0	0	IL1A	TGFb_4_E_4												CurveFitFailed																
0	1	ACTA2	TGFb_4_E_4	-1	24.81876	792.6721	750.4918	-42.1803	0.9994441	249131.8		1.621736	False											3	2457.355	15.05496	26.11915	15883.01	0.2181834	6.463459	
0	2	ATP6AP1	TGFb_4_E_4	-1	24.34597	839.8361	773	-66.83606	0.9994651	125231.8		1.702433	False											6	1816.901	15.97859	26.26547	8236.705	0.6170164	4.533382	
0	3	BGN	TGFb_4_E_4	-1	23.05179	816.6229	763.7869	-52.83606	0.9997832	57390.74		1.643076	False											11	2119.138	13.89211	25.837	8487.465	1.063311	4.005149	
0	4	IL6	TGFb_4_E_4												CurveFitFailed																
0	5	ITGA2	TGFb_4_E_4	-1	26.14465	790.5901	735.1475	-55.44263	0.9997717	144475.5		1.645451	False											12	2249.706	16.35693	27.46062	17576.79	0.2576844	7.812928	
0	6	JUNB	TGFb_4_E_4	-1	24.41313	803.9672	729.1639	-74.80328	0.9995254	161555		1.582264	False											9	2064.079	13.67993	26.92344	10079.02	0.719653	4.883061	
0	7	LOXL1	TGFb_4_E_4	-1	23.81783	768.5738	717.8853	-50.68854	0.9997579	100872.2		1.6571	False											5	2036.057	14.90956	25.51207	11465.8	0.4153141	5.631373	
0	8	TGFBR2	TGFb_4_E_4	-1	24.65589	801.1312	728.7869	-72.3443	0.9996035	672950.1		1.659041	False											9	2849.251	15.45831	26.4311	21780.28	0.4694181	7.644214	
0	9	COL5A1	TGFb_4_E_4	-1	27.6167	776.9344	719.6229	-57.31152	0.9998373	77915.96		1.502867	False											6	2221.49	13.89152	29.77132	15733.96	0.4153927	7.082614	
0	10	DCN	TGFb_4_E_4	-1	21.35195	830.2459	754.3442	-75.90167	0.9998118	238772.8		1.694601	False											14	2721.454	13.78515	23.43412	16815.31	0.6557403	6.178797	
0	11	ELN	TGFb_4_E_4	-1	27.45453	849.2951	780.459	-68.83606	0.9995928	106927.7		1.54176	False											12	2297.366	14.72263	29.42797	11845.96	0.4100722	5.156322	
0	12	ETS1	TGFb_4_E_4	-1	27.31889	857.2295	793.8033	-63.42621	0.9995534	162363.5		1.607238	False											15	2515.996	15.97155	29.52367	11737.49	0.6468167	4.665148	
0	13	CDKN2A	TGFb_4_E_4	-1	27.00464	839.918	776.8197	-63.09833	0.999576	142958.3		1.649714	False											10	2497.654	16.7762	28.82248	11570.24	0.5048302	4.632445	
0	14	PSMD14	TGFb_4_E_4	-1	26.84746	846.0984	788.6066	-57.49182	0.9996676	193680.4		1.722534	False											16	2860.298	18.38712	28.09154	16356.6	0.2995651	5.718494	
0	15	RARA	TGFb_4_E_4	-1	26.92674	860.7869	793.3442	-67.44263	0.99979	29179.71		1.50951	False											7	1964.888	13.70781	28.96823	9201.358	0.3755485	4.682892	
0	16	RHOB	TGFb_4_E_4	-1	23.40806	914.6721	835.8853	-78.78687	0.9997779	63897.53		1.695962	False											10	2229.936	15.07944	25.88316	8848.263	0.9869118	3.967945	
0	17	TIMP3	TGFb_4_E_4	-1	21.53657	837.9672	767.1803	-70.78693	0.9998033	108476.3		1.671097	False											8	2564.052	13.52338	23.68762	11949.47	0.6554476	4.660386	
0	18	PPP3CA	TGFb_4_E_4	-1	25.37894	820	768.3115	-51.68854	0.9998033	67586.91		1.703676	False											4	2151.765	16.57427	27.69003	9759.1	0.9131447	4.535392	
0	19	CDKN2B	TGFb_4_E_4	-1	29.20771	839.5901	777.9836	-61.60657	0.9997877	31884.82		1.530851	False											7	2344.749	15.76742	30.35992	18668.58	0.1271586	7.961866	
0	20	COL1A2	TGFb_4_E_4	-1	21.05024	808.0492	750.9508	-57.09839	0.9998013	47369.79		1.528054	False											5	2162.464	10.75791	24.0489	8564.479	0.7488058	3.960518	
0	21	COL4A1	TGFb_4_E_4	-1	25.15648	812.9016	743.6885	-69.21307	0.9995342	92034.9		1.556671	False											6	1876.277	13.84693	26.80025	10458.52	0.2776314	5.57408	
0	22	MMP1	TGFb_4_E_4	-1	23.24097	815.8361	732.9508	-82.88525	0.9997126	87733.9		1.641935	False											11	2309.352	14.21927	25.09508	10061.5	0.465116	4.356849	
0	23	MMP14	TGFb_4_E_4	-1	22.10491	821.1475	755.9672	-65.1803	0.9997965	65080.41		1.601417	False											8	1829.464	12.77498	24.12185	9802.605	0.4593501	5.358183	
0	24	NOX4	TGFb_4_E_4	-1	26.70635	794.9508	738.2459	-56.7049	0.9996901	117522.3		1.755523	False											5	2276.185	18.53316	28.74465	10506.94	0.8320698	4.616031	
0	25	PMEPA1	TGFb_4_E_4	-1	24.87251	803.6721	747.6229	-56.04919	0.999851	27671.16		1.611586	False											9	1987.966	14.70105	26.67119	8720.785	0.4137248	4.386787	
0	26	TIMP1	TGFb_4_E_4	-1	18.20237	752.3115	708.1639	-44.14752	0.9998248	112286.4		1.653286	False											5	2519.283	11.10539	20.3946	12631.94	0.5632451	5.014102	
0	27	FGF2	TGFb_4_E_4	-1	25.69741	785.4426	717.0656	-68.37708	0.9997586	52029.23		1.669689	False											6	2210.867	16.26995	27.65256	8764.762	0.6001914	3.964401	
0	28	FOSB	TGFb_4_E_4												CurveFitFailed																
0	29	GUSB	TGFb_4_E_4	-1	27.06615	767.9508	708.4262	-59.5246	0.9998444	26619.13		1.625958	False											2	2031.904	16.12487	29.54392	7907.975	0.8616918	3.891905	
0	30	ID1	TGFb_4_E_4	-1	26.28475	752.9672	702.8688	-50.09839	0.9998274	41640.23		1.485634	False											4	2135.189	12.71663	28.93187	10348.01	0.5628026	4.846413	
0	31	SKI	TGFb_4_E_4	-1	24.60978	797.1803	732	-65.1803	0.9998137	73960.12		1.658543	False											10	1998.215	15.30178	26.7472	10444.55	0.6754996	5.226939	
