Row	Column	Assay	Sample	Conc	Ct	Norm init	Norm final	Norm range	R2	Chi2	Straight R2	Efficiency	Outlier	F0	Flags	S-DispenseTip	S-DropIndex	S-GlobalDropIndex	S-SP-Well	A-DispenseTip	A-DropIndex	A-GlobalDropIndex	A-SP-Well	Asymmetry	A	B	C	D	E	AmpRatio	Ct minus mean
0	0	IL1A	TGFb_48_G_3												CurveFitFailed																
0	1	ACTA2	TGFb_48_G_3	-1	22.81572	772.7541	700.3115	-72.44263	0.9996737	84196.41		1.572903	False											5	2087.33	12.62253	25.15665	9111.214	0.5739825	4.365009	
0	2	ATP6AP1	TGFb_48_G_3	-1	24.94868	735.918	664.6885	-71.22949	0.9994753	137909.1		1.754852	False											2	1931.588	17.44424	26.54854	8960.627	0.5045879	4.638995	
0	3	BGN	TGFb_48_G_3	-1	22.56822	701.3934	622.3934	-79	0.9995319	178898.6		1.678349	False											2	2340.702	14.28706	24.82461	10075.7	0.7606108	4.304564	
0	4	IL6	TGFb_48_G_3	-1	28.75768	719.0164	656.0656	-62.95087	0.9996902	154473.3		1.625592	False											5	2596.182	17.46486	30.37068	16113.46	0.3861791	6.206599	
0	5	ITGA2	TGFb_48_G_3	-1	28.37576	680.4918	618.1475	-62.3443	0.9997479	104126.4		1.611962	False											3	2254.545	16.94531	29.95335	14896.44	0.3505392	6.607291	
0	6	JUNB	TGFb_48_G_3	-1	26.13611	763.8688	698.8033	-65.06555	0.9993637	119326.6		1.6657	False											2	2063.782	16.43719	28.21678	8105.059	0.675954	3.927284	
0	7	LOXL1	TGFb_48_G_3	-1	23.73736	728.7377	663.2623	-65.47546	0.9996193	97784.32		1.646175	False											2	1974.415	14.52303	25.88027	8715.387	0.639549	4.414161	
0	8	TGFBR2	TGFb_48_G_3	-1	23.48801	747.8197	680.6721	-67.14758	0.9997591	182195.2		1.728406	False											2	2359.401	15.81694	25.45549	13437.18	0.6816851	5.695165	
0	9	COL5A1	TGFb_48_G_3	-1	27.97297	753.9508	680.9672	-72.98358	0.999738	82224.49		1.52691	False											4	2114.899	14.60169	30.2076	12238.1	0.5014042	5.786611	
0	10	DCN	TGFb_48_G_3	-1	18.6676	784.8688	723.4262	-61.44263	0.9980887	774104		1.925833	False											5	2217.504	15.16837	19.99853	9926.739	0.4372897	4.476536	
0	11	ELN	TGFb_48_G_3	-1	23.09012	816.4754	725.2295	-91.24591	0.9995189	127937		1.612191	False											5	2198.349	13.57778	25.03394	9573.978	0.4589686	4.355077	
0	12	ETS1	TGFb_48_G_3	-1	26.2369	830.0492	750.1803	-79.8689	0.9992082	150608.1		1.671761	False											3	2305.566	16.60643	28.35586	8321.716	0.714376	3.609403	
0	13	CDKN2A	TGFb_48_G_3	-1	26.34158	804.3607	731.7541	-72.60657	0.9997281	115517		1.653577	False											5	2689.528	16.39299	28.25329	12336.05	0.5552642	4.586696	
0	14	PSMD14	TGFb_48_G_3	-1	26.27609	847.2787	768.1475	-79.13116	0.9996264	105685.6		1.723958	False											4	2418.153	17.83689	27.85072	10321.52	0.4653057	4.268348	
0	15	RARA	TGFb_48_G_3	-1	27.66858	875.1967	796.541	-78.65576	0.998655	120083.1		1.567995	False											4	1943.004	15.58197	29.1883	8486.729	0.2701949	4.36784	
0	16	RHOB	TGFb_48_G_3	-1	23.68534	874.5738	800.5246	-74.04919	0.9968686	311890.8		1.725896	False											5	2037.14	15.7233	26.34735	5769.534	1.256474	2.832173	
0	17	TIMP3	TGFb_48_G_3	-1	24.39911	832.7213	784.3771	-48.34424	0.9997535	105578.9		1.629023	False											4	2541.362	14.53835	26.90126	11096.09	0.8404812	4.366199	
0	18	PPP3CA	TGFb_48_G_3	-1	24.66334	862.0164	802.4262	-59.59021	0.9988939	178941.9		1.740737	False											5	2014.08	16.6768	27.20432	6914.001	1.208366	3.432834	
0	19	CDKN2B	TGFb_48_G_3	-1	28.67104	872.2787	836.3771	-35.90161	0.9997149	43107.13		1.529087	False											2	2250.744	15.32847	30.03847	14331.85	0.1854961	6.367605	
0	20	COL1A2	TGFb_48_G_3	-1	19.82475	885.1803	799.6721	-85.50818	0.9987179	194434.4		1.555918	False											5	2068.135	10.52796	22.90854	6917.269	0.8573416	3.344689	
0	21	COL4A1	TGFb_48_G_3	-1	24.84845	840.6885	778.1639	-62.5246	0.9995265	63229.07		1.514878	False											5	1811.003	12.63213	27.26492	7532.676	0.5115037	4.159394	
