Row	Column	Assay	Sample	Conc	Ct	Norm init	Norm final	Norm range	R2	Chi2	Straight R2	Efficiency	Outlier	F0	Flags	S-DispenseTip	S-DropIndex	S-GlobalDropIndex	S-SP-Well	A-DispenseTip	A-DropIndex	A-GlobalDropIndex	A-SP-Well	Asymmetry	A	B	C	D	E	AmpRatio	Ct minus mean
0	0	IL1A	Control_12_D_6												CurveFitFailed																
0	1	ACTA2	Control_12_D_6	-1	24.30386	805.3442	761.1803	-44.16394	0.9998341	21426.66		1.566739	False											3	1833.297	13.30871	26.88951	6785.773	0.7189237	3.701405	
0	2	ATP6AP1	Control_12_D_6	-1	23.99751	781.5574	727.9508	-53.60657	0.9997349	83508.75		1.705262	False											5	1900.854	15.80267	25.88429	9335.097	0.5964488	4.911001	
0	3	BGN	Control_12_D_6	-1	23.9417	741	696.2131	-44.78687	0.9997749	66385.68		1.584721	False											5	2236.495	13.30592	27.28793	9078.868	1.30904	4.059419	
0	4	IL6	Control_12_D_6	-1	28.29389	761	714.6229	-46.37708	0.9995515	233276.2		1.726962	False											4	2792.028	19.80011	29.12498	23542.81	0.1400166	8.432157	
0	5	ITGA2	Control_12_D_6	-1	25.72057	773.8033	725.4099	-48.39343	0.9998576	47654.32		1.62017	False											4	1965.148	15.34799	27.63796	10727.51	0.4952268	5.458879	
0	6	JUNB	Control_12_D_6	-1	25.98469	778.0164	727.3934	-50.62299	0.999782	44696.67		1.618311	False											5	1999.354	15.36093	28.27595	8414.606	0.7041732	4.208663	
0	7	LOXL1	Control_12_D_6	-1	23.91321	758.4426	716.459	-41.98358	0.9997136	76286.96		1.681608	False											6	1916.816	15.40106	25.61596	9227.22	0.4542077	4.813827	
0	8	TGFBR2	Control_12_D_6	-1	23.53965	776.0984	718.0164	-58.08197	0.9998318	103122.7		1.724524	False											4	2212.187	15.73959	25.6615	12065.92	0.7846183	5.454293	
0	9	COL5A1	Control_12_D_6	-1	28.24734	767.3279	714.2623	-53.06561	0.9998258	40323.69		1.505677	False											6	1984.167	14.18983	30.78579	10533.91	0.5956222	5.308985	
0	10	DCN	Control_12_D_6	-1	20.56954	767.2951	702.3115	-64.98364	0.9977511	783416.6		1.84543	False											5	2086.342	15.57454	22.14406	9239.149	0.5435208	4.428397	
0	11	ELN	Control_12_D_6												CurveFitFailed																
0	12	ETS1	Control_12_D_6	-1	27.37773	805.0984	725.5738	-79.5246	0.9996521	116726.9		1.602696	False											6	2441.074	15.88323	29.68237	11211.68	0.6960227	4.592928	
0	13	CDKN2A	Control_12_D_6	-1	27.29128	837.9672	762.918	-75.04919	0.9998195	25773.77		1.666597	False											6	2049.756	17.14851	29.54014	7408.816	0.8063836	3.614486	
0	14	PSMD14	Control_12_D_6	-1	26.79403	796.8361	732.6066	-64.22949	0.9997722	79057.41		1.718749	False											7	2425.522	18.06329	28.44372	11196.01	0.5066636	4.615919	
0	15	RARA	Control_12_D_6	-1	28.26005	844.459	774.7213	-69.73773	0.9997541	34374.17		1.538911	False											9	1969.712	15.2665	29.77818	11434.11	0.2415918	5.804968	
0	16	RHOB	Control_12_D_6	-1	24.50704	791.6066	744.1803	-47.42627	0.9998692	43985.31		1.648258	False											10	2303.489	14.87277	27.39299	9600.888	1.204064	4.167977	
0	17	TIMP3	Control_12_D_6	-1	21.9742	812.9508	745.2131	-67.73767	0.9997219	133031.4		1.688958	False											7	2472.953	14.10571	24.07907	11178.64	0.6712019	4.520362	
0	18	PPP3CA	Control_12_D_6	-1	24.93629	843.2623	796.459	-46.80322	0.9999151	21920.89		1.763371	False											8	2013.17	17.40518	26.9814	8501.758	0.8282909	4.22307	
0	19	CDKN2B	Control_12_D_6	-1	30.20664	784.6721	739.7705	-44.90161	0.9998336	21061.83		1.544299	False											4	2316.551	16.64295	31.39569	16388.7	0.1552345	7.074611	
0	20	COL1A2	Control_12_D_6	-1	20.42486	846	795.0984	-50.90161	0.9994984	106042.6		1.589922	False											7	2121.873	11.50283	22.83541	8133.22	0.5978732	3.833039	
0	21	COL4A1	Control_12_D_6	-1	25.68382	835.7869	784.1312	-51.6557	0.9997015	50055.64		1.526677	False											5	1803.62	13.42886	27.6529	9261.584	0.3621533	5.134998	
0	22	MMP1	Control_12_D_6	-1	22.38092	796.7049	743.8033	-52.90161	0.9994122	133868.7		1.697161	False											4	2145.327	14.64728	24.04816	8660.096	0.4361942	4.036726	
0	23	MMP14	Control_12_D_6	-1	21.61456	799.1639	753.1967	-45.96722	0.9994892	94317.56		1.593318	False											7	1743.518	12.29358	23.85539	7503.41	0.5443984	4.303604	
0	24	NOX4	Control_12_D_6	-1	28.42162	796.7541	768.3771	-28.37701	0.9998177	48394.46		1.751515	False											5	2194.213	19.68202	30.44438	9580.349	0.8326433	4.366189	
